0.410 0.542 0.419 0.804 1.0
0.793 0.488 0.029 0.958 1.0
0.774 0.393 0.307 0.025 -1.0
0.468 0.360 0.886 0.477 1.0
0.649 0.506 0.655 0.245 1.0
0.621 0.443 0.395 0.496 -1.0
0.958 0.951 0.033 0.442 1.0
0.260 0.887 0.665 0.841 1.0
0.696 0.995 0.728 0.080 1.0
0.513 0.084 0.737 0.035 -1.0
0.745 0.061 0.566 0.457 -1.0
0.771 0.791 0.623 0.024 1.0
0.104 0.008 0.201 0.461 1.0
0.491 0.153 0.898 0.349 -1.0
0.969 0.633 0.416 0.309 1.0
0.461 0.506 0.510 0.109 -1.0
0.168 0.123 0.430 0.544 -1.0
0.457 0.416 0.650 0.393 1.0
0.708 0.485 0.481 0.762 1.0
0.987 0.099 0.502 0.947 1.0
0.748 0.182 0.148 0.863 -1.0
0.877 0.242 0.096 0.737 -1.0
0.386 0.157 0.211 0.752 -1.0
0.360 0.436 0.825 0.892 1.0
0.218 0.541 0.326 0.864 -1.0
0.815 0.115 0.249 0.448 -1.0
0.965 0.452 0.619 0.465 1.0
0.838 0.110 0.082 0.460 -1.0
0.603 0.808 0.607 0.745 1.0
0.733 0.871 0.450 0.456 1.0
0.521 0.842 0.695 0.228 1.0
0.223 0.184 0.182 0.171 -1.0
0.413 0.453 0.075 0.253 -1.0
0.948 0.934 0.783 0.944 1.0
0.977 0.394 0.238 0.136 -1.0
0.721 0.242 0.272 0.363 -1.0
0.215 0.220 0.661 0.610 -1.0
0.175 0.337 0.135 0.781 -1.0
0.270 0.384 0.649 0.803 1.0
0.001 0.822 0.593 0.253 -1.0
0.474 0.731 0.950 0.206 1.0
0.030 0.809 0.069 0.541 -1.0
0.746 0.248 0.701 0.165 -1.0
0.638 0.727 0.655 0.044 1.0
0.691 0.196 0.681 0.228 -1.0
0.938 0.702 0.154 0.128 -1.0
0.052 0.024 0.835 0.725 -1.0
0.571 0.269 0.643 0.331 -1.0
0.372 0.628 0.716 0.871 1.0
0.315 0.054 0.919 0.547 -1.0
0.315 0.948 0.005 0.151 -1.0
0.745 0.963 0.452 0.612 1.0
0.857 0.481 0.764 0.306 1.0
0.460 0.550 0.076 0.843 -1.0
0.880 0.354 0.593 0.636 1.0
0.598 0.706 0.270 0.178 -1.0
0.546 0.104 0.635 0.030 -1.0
0.038 0.679 0.187 0.758 -1.0
0.401 0.537 0.449 0.924 1.0
0.528 0.981 0.102 0.149 -1.0
0.544 0.929 0.306 0.791 1.0
0.586 0.862 0.400 0.107 -1.0
0.551 0.740 0.562 0.405 1.0
0.025 0.104 0.152 0.965 -1.0
0.259 0.787 0.593 0.713 1.0
0.927 0.826 0.448 0.437 -1.0
0.146 0.906 0.413 0.191 -1.0
0.601 0.048 0.465 0.086 -1.0
0.997 0.274 0.686 0.796 1.0
0.905 0.020 0.539 0.973 1.0
0.959 0.373 0.528 0.581 1.0
0.185 0.890 0.731 0.201 1.0
0.063 0.554 0.356 0.440 -1.0
0.354 0.338 0.301 0.405 -1.0
0.997 0.153 0.270 0.804 1.0
0.137 0.386 0.662 0.713 -1.0
0.415 0.525 0.088 0.151 -1.0
0.700 0.940 0.442 0.527 1.0
0.541 0.949 0.398 0.478 1.0
0.539 0.732 0.854 0.798 1.0
0.400 0.737 0.947 0.082 1.0
0.101 0.452 0.287 0.272 -1.0
0.710 0.581 0.423 0.654 1.0
0.915 0.021 0.524 0.801 1.0
0.602 0.982 0.438 0.577 1.0
0.537 0.322 0.825 0.173 -1.0
0.842 0.963 0.297 0.883 1.0
0.041 0.445 0.046 0.265 -1.0
0.327 0.954 0.152 0.350 -1.0
0.755 0.615 0.449 0.776 1.0
0.477 0.299 0.463 0.192 -1.0
0.998 0.755 0.678 0.363 1.0
0.764 0.886 0.476 0.489 1.0
0.467 0.031 0.034 0.041 -1.0
0.205 0.639 0.792 0.384 1.0
0.124 0.030 0.402 0.024 -1.0
0.357 0.571 0.148 0.906 -1.0
0.726 0.423 0.502 0.260 -1.0
0.184 0.470 0.453 0.571 -1.0
0.030 0.265 0.257 0.527 -1.0
0.407 0.683 0.941 0.420 1.0
0.861 0.598 0.540 0.525 1.0
0.588 0.481 0.234 0.331 -1.0
0.315 0.833 0.108 0.848 1.0
0.440 0.779 0.254 0.104 1.0
0.898 0.688 0.633 0.272 1.0
0.785 0.170 0.343 0.419 -1.0
0.166 0.325 0.223 0.542 -1.0
0.381 0.923 0.892 0.073 1.0
0.866 0.854 0.046 0.942 1.0
0.507 0.446 0.239 0.415 -1.0
0.472 0.829 0.584 0.433 1.0
0.053 0.303 0.815 0.352 -1.0
0.890 0.633 0.934 0.282 1.0
0.811 0.877 0.500 0.231 1.0
0.622 0.151 0.334 0.909 1.0
0.037 0.777 0.147 0.996 -1.0
0.486 0.679 0.226 0.317 -1.0
0.100 0.748 0.280 0.877 1.0
0.648 0.034 0.257 0.084 -1.0
0.428 0.734 0.204 0.102 -1.0
0.955 0.204 0.442 0.534 1.0
0.994 0.583 0.370 0.391 1.0
0.849 0.880 0.720 0.630 1.0
0.511 0.183 0.851 0.885 1.0
0.291 0.883 0.092 0.294 -1.0
0.321 0.282 0.410 0.341 -1.0
0.580 0.039 0.951 0.536 1.0
0.897 0.485 0.948 0.460 -1.0
0.500 0.513 0.825 0.018 -1.0
0.024 0.536 0.265 0.811 -1.0
0.335 0.161 0.092 0.595 -1.0
0.137 0.614 0.168 0.504 -1.0
0.747 0.209 0.978 0.168 1.0
0.252 0.674 0.113 0.266 -1.0
0.801 0.671 0.908 0.891 1.0
0.365 0.376 0.985 0.428 1.0
0.229 0.406 0.677 0.564 1.0
0.426 0.598 0.270 0.209 -1.0
0.029 0.881 0.573 0.074 -1.0
0.980 0.473 0.093 0.243 -1.0
0.177 0.465 0.156 0.051 -1.0
0.552 0.959 0.274 0.036 -1.0
0.379 0.777 0.434 0.689 1.0
0.910 0.836 0.044 0.762 1.0
0.913 0.152 0.443 0.071 -1.0
0.568 0.238 0.280 0.996 1.0
0.396 0.012 0.157 0.360 -1.0
0.495 0.114 0.398 0.290 -1.0
0.337 0.774 0.073 0.151 -1.0
0.014 0.881 0.276 0.658 -1.0
0.279 0.135 0.169 0.096 -1.0
0.501 0.741 0.145 0.469 -1.0
0.784 0.259 0.977 0.849 1.0
0.784 0.144 0.162 0.799 -1.0
0.089 0.585 0.790 0.509 -1.0
0.316 0.483 0.698 0.431 -1.0
0.628 0.953 0.216 0.186 -1.0
0.265 0.816 0.224 0.103 -1.0
0.355 0.489 0.977 0.220 1.0
0.849 0.866 0.231 0.910 -1.0
0.557 0.419 0.707 0.094 -1.0
0.631 0.458 0.034 0.605 -1.0
0.249 0.784 0.074 0.231 -1.0
0.164 0.394 0.640 0.478 -1.0
0.924 0.021 0.597 0.918 1.0
0.576 0.328 0.294 0.255 -1.0
0.958 0.708 0.473 0.557 1.0
0.381 0.970 0.920 0.547 1.0
0.070 0.571 0.445 0.488 -1.0
0.269 0.644 0.682 0.531 1.0
0.436 0.174 0.605 0.885 1.0
0.881 0.415 0.222 0.318 -1.0
0.034 0.824 0.869 0.813 1.0
0.808 0.340 0.202 0.498 -1.0
0.178 0.075 0.158 0.552 -1.0
0.333 0.501 0.387 0.300 -1.0
0.558 0.094 0.808 0.915 1.0
0.962 0.974 0.091 0.218 1.0
0.174 0.043 0.926 0.613 -1.0
0.592 0.395 0.231 0.590 -1.0
0.781 0.789 0.064 0.828 1.0
0.474 0.938 0.805 0.923 1.0
0.705 0.692 0.199 0.292 -1.0
0.977 0.930 0.362 0.539 1.0
0.545 0.123 0.271 0.316 -1.0
0.710 0.640 0.109 0.851 1.0
0.129 0.879 0.108 0.590 -1.0
0.989 0.604 0.813 0.986 1.0
0.706 0.808 0.956 0.316 1.0
0.936 0.795 0.822 0.157 1.0
0.321 0.018 0.814 0.327 -1.0
0.967 0.708 0.267 0.697 1.0
0.364 0.991 0.841 0.657 1.0
0.002 0.497 0.226 0.801 -1.0
0.913 0.966 0.962 0.410 1.0
0.743 0.504 0.164 0.176 -1.0
0.408 0.232 0.048 0.068 -1.0
0.716 0.222 0.683 0.821 -1.0
0.008 0.529 0.299 0.603 -1.0
0.809 0.844 0.462 0.505 -1.0
0.302 0.792 0.359 0.029 1.0
0.691 0.420 0.490 0.899 1.0
0.503 0.105 0.866 0.579 1.0
0.036 0.144 0.343 0.358 -1.0
0.493 0.012 0.188 0.469 -1.0
0.940 0.845 0.500 0.616 1.0
0.692 0.503 0.668 0.535 1.0
0.465 0.119 0.629 0.860 1.0
0.370 0.078 0.425 0.870 -1.0
0.004 0.296 0.540 0.327 -1.0
0.298 0.465 0.225 0.155 -1.0
0.224 0.180 0.216 0.435 -1.0
0.161 0.942 0.804 0.784 1.0
0.903 0.904 0.164 0.024 -1.0
0.600 0.930 0.923 0.198 1.0
0.070 0.912 0.275 0.309 1.0
0.695 0.673 0.950 0.311 1.0
0.669 0.638 0.765 0.138 1.0
0.791 0.555 0.551 0.495 -1.0
0.622 0.518 0.525 0.816 1.0
0.411 0.045 0.769 0.566 -1.0
0.765 0.180 0.573 0.644 1.0
0.253 0.547 0.951 0.637 1.0
0.782 0.659 0.358 0.167 -1.0
0.543 0.612 0.330 0.652 1.0
0.164 0.821 0.590 0.404 -1.0
0.873 0.317 0.172 0.134 -1.0
0.411 0.582 0.074 0.841 -1.0
0.873 0.075 0.891 0.196 1.0
0.360 0.545 0.971 0.147 1.0
0.080 0.998 0.041 0.319 -1.0
0.753 0.937 0.045 0.249 -1.0
0.961 0.210 0.247 0.956 1.0
0.104 0.945 0.889 0.981 1.0
0.754 0.355 0.562 0.794 1.0
0.677 0.213 0.048 0.832 -1.0
0.266 0.143 0.023 0.541 -1.0
0.143 0.138 0.428 0.860 -1.0
0.651 0.121 0.031 0.688 -1.0
0.230 0.168 0.588 0.241 -1.0
0.048 0.253 0.099 0.775 -1.0
0.739 0.327 0.515 0.903 1.0
0.519 0.281 0.300 0.508 -1.0
0.570 0.187 0.456 0.769 -1.0
0.480 0.477 0.803 0.735 1.0
0.254 0.168 0.436 0.971 -1.0
0.545 0.354 0.073 0.867 1.0
0.775 0.953 0.331 0.679 1.0
0.849 0.314 0.043 0.995 1.0
0.584 0.609 0.963 0.408 1.0
0.300 0.183 0.651 0.875 1.0
0.588 0.356 0.694 0.590 1.0
0.281 0.294 0.018 0.097 1.0
0.712 0.336 0.627 0.363 1.0
0.836 0.277 0.033 0.464 -1.0
0.611 0.027 0.835 0.573 1.0
0.873 0.197 0.679 0.809 1.0
0.176 0.502 0.157 0.577 -1.0
0.081 0.230 0.774 0.440 -1.0
0.987 0.422 0.239 0.119 -1.0
0.647 0.810 0.589 0.159 1.0
